PropertyName,StartDate,Year Completed/Expected,ConstructionStatus,UnitCount,MarketName,SubmarketName,Latitude,Longitude,Year Started/Expected,Start_year_range,Completion_year_range
Prose Murphy Creek,2023-08-01,2024,Existing,336,"Denver, CO",Aurora,39.683571,-104.714275,2023.0,2023-2024,2023-2024
The Broadleaf,2023-02-01,2024,Existing,370,"Denver, CO",Aurora,39.738799,-104.834068,2023.0,2023-2024,2023-2024
Krisana Apartments,2023-06-01,2024,Existing,151,"Denver, CO",Glendale University Area,39.69252,-104.93831,2023.0,2023-2024,2023-2024
Renewal Village,2022-12-01,2024,Existing,215,"Denver, CO",Downtown Denver,39.783069,-104.99091,2022.0,2021-2022,2023-2024
Prose at Painted Prairie,2023-03-01,2024,Existing,312,"Denver, CO",South Adams County,39.800134,-104.737364,2023.0,2023-2024,2023-2024
Canvas at Gateway,2022-09-01,2024,Existing,166,"Denver, CO",East Denver,39.808379,-104.764447,2022.0,2021-2022,2023-2024
Greyhound Empowerment,2023-01-01,2024,Existing,50,"Denver, CO",Northeast Adams County,39.809665,-104.92441,2023.0,2023-2024,2023-2024
Kindred,2022-04-01,2024,Existing,224,"Denver, CO",Downtown Denver,39.731761,-104.989801,2022.0,2021-2022,2023-2024
Flora,2022-03-01,2024,Existing,92,"Denver, CO",Downtown Denver,39.771723,-104.979973,2022.0,2021-2022,2023-2024
The Dryden,2022-01-01,2024,Existing,420,"Denver, CO",Downtown Denver,39.734506,-104.989957,2022.0,2021-2022,2023-2024
Pine + Parker,2022-11-01,2024,Existing,170,"Denver, CO",South Douglas County,39.542938,-104.773832,2022.0,2021-2022,2023-2024
Edmond,2022-01-01,2024,Existing,185,"Denver, CO",Downtown Denver,39.755611,-104.985188,2022.0,2021-2022,2023-2024
Vance Street Flats,2023-01-01,2024,Existing,50,"Denver, CO",North Jefferson County,39.802633,-105.078939,2023.0,2023-2024,2023-2024
Outlook Table Mesa,2023-01-01,2024,Existing,250,"Denver, CO",Lakewood/West Corridor,39.769957,-105.151033,2023.0,2023-2024,2023-2024
Solana Central Park,2022-03-01,2024,Existing,307,"Denver, CO",East Denver,39.762386,-104.891373,2022.0,2021-2022,2023-2024
The Lincoln,2022-02-01,2024,Existing,425,"Denver, CO",Highlands Ranch-Lone Tree,39.543631,-104.870739,2022.0,2021-2022,2023-2024
Ironworks on Fox,2022-01-01,2024,Existing,386,"Denver, CO",Downtown Denver,39.774866,-104.995782,2022.0,2021-2022,2023-2024
One Seven at Belleview Station,2021-06-01,2024,Existing,250,"Denver, CO",DTC/Southeast Corridor,39.625931,-104.906632,2021.0,2021-2022,2023-2024
Pascal Gardens,2022-10-01,2024,Existing,216,"Denver, CO",West Denver,39.703603,-105.000962,2022.0,2021-2022,2023-2024
The Elmwood,2023-01-01,2024,Existing,234,"Denver, CO",Broomfield County,39.924678,-105.118627,2023.0,2023-2024,2023-2024
Flats on the A,2022-07-01,2024,Existing,374,"Denver, CO",South Adams County,39.771578,-104.782762,2022.0,2021-2022,2023-2024
Braxton,2022-03-01,2024,Existing,363,"Denver, CO",Lakewood/West Corridor,39.714281,-105.136828,2022.0,2021-2022,2023-2024
Aura Arts District,2021-02-01,2024,Existing,333,"Denver, CO",Downtown Denver,39.724741,-105.001969,2021.0,2021-2022,2023-2024
Ascend at Pena Station,2022-06-01,2024,Existing,180,"Denver, CO",East Denver,39.807707,-104.770884,2022.0,2021-2022,2023-2024
Sorella,2023-01-01,2024,Existing,374,"Denver, CO",West Denver,39.663352,-105.025653,2023.0,2023-2024,2023-2024
Iota Fox Station,2022-04-01,2024,Existing,148,"Denver, CO",Downtown Denver,39.772723,-104.993932,2022.0,2021-2022,2023-2024
Prose Farm,2022-09-01,2024,Existing,312,"Denver, CO",Northwest Adams County,39.888665,-104.957988,2022.0,2021-2022,2023-2024
The Alder,2022-06-01,2024,Existing,300,"Denver, CO",South Douglas County,39.553279,-104.819129,2022.0,2021-2022,2023-2024
Bel-Aire,2023-02-01,2025,Under Construction,354,"Denver, CO",Lakewood/West Corridor,39.740848,-105.120645,2023.0,2023-2024,2025-2026
Canyon View Apartments,2024-10-01,2025,Under Construction,104,"Denver, CO",North Jefferson County,39.77631,-105.236136,2024.0,2023-2024,2025-2026
Flatiron Flats,2023-04-01,2025,Existing,296,"Denver, CO",Broomfield County,39.942504,-105.126731,2023.0,2023-2024,2025-2026
Warren Village III,2023-07-01,2025,Existing,113,"Denver, CO",West Denver,39.710503,-105.005041,2023.0,2023-2024,2025-2026
Aspendale Northglenn,2024-01-01,2025,Under Construction,172,"Denver, CO",Northwest Adams County,39.891595,-104.993705,2024.0,2023-2024,2025-2026
Lennox at Copperleaf,2023-01-01,2025,Under Construction,175,"Denver, CO",Aurora,39.637755,-104.728988,2023.0,2023-2024,2025-2026
The Madison at Copperleaf,2023-12-01,2025,Existing,330,"Denver, CO",Aurora,39.635453,-104.723923,2023.0,2023-2024,2025-2026
Alta Piney Creek,2023-01-01,2025,Existing,186,"Denver, CO",Aurora,39.582961,-104.717608,2023.0,2023-2024,2025-2026
Cadence Broomfield,2022-06-01,2025,Under Construction,165,"Denver, CO",Broomfield County,39.916066,-105.042228,2022.0,2021-2022,2025-2026
Reserve at Lone Tree,2023-03-01,2025,Under Construction,125,"Denver, CO",South Douglas County,39.521103,-104.864379,2023.0,2023-2024,2025-2026
Bridgewater Living,2021-02-01,2025,Under Construction,142,"Denver, CO",South Douglas County,39.421611,-104.869265,2021.0,2021-2022,2025-2026
Rosewind,2024-05-01,2025,Existing,209,"Denver, CO",East Denver,39.790334,-104.773322,2024.0,2023-2024,2025-2026
Ascend at Gateway,,2025,Under Construction,279,"Denver, CO",East Denver,39.804472,-104.767353,2023.5384615384614,2023-2024,2025-2026
Oslo on 6th,2024-05-01,2025,Under Construction,150,"Denver, CO",Aurora,39.725116,-104.822422,2024.0,2023-2024,2025-2026
The Reserve at Lone Tree,2024-05-01,2025,Under Construction,209,"Denver, CO",South Douglas County,39.520433,-104.861422,2024.0,2023-2024,2025-2026
Aspen Heights Lakewood,2020-08-01,2025,Under Construction,352,"Denver, CO",Lakewood/West Corridor,39.735559,-105.081995,2020.0,2018-2020,2025-2026
West Holden Place,2024-02-01,2025,Under Construction,77,"Denver, CO",West Denver,39.735838,-105.020456,2024.0,2023-2024,2025-2026
3500 Park Ave W,2025-06-01,2025,Proposed,60,"Denver, CO",Downtown Denver,39.766461,-104.994239,2025.0,2025-2026,2025-2026
All Saints Apartments,2023-12-01,2025,Existing,63,"Denver, CO",West Denver,39.671523,-105.025391,2023.0,2023-2024,2025-2026
The Parker at 9Mile Station,2022-12-01,2025,Under Construction,331,"Denver, CO",Aurora,39.658751,-104.840002,2022.0,2021-2022,2025-2026
NOVEL Uptown,2022-09-01,2025,Existing,261,"Denver, CO",Downtown Denver,39.741138,-104.982694,2022.0,2021-2022,2025-2026
Araceli DTC,2022-06-01,2025,Under Construction,236,"Denver, CO",DTC/Southeast Corridor,39.633278,-104.899586,2022.0,2021-2022,2025-2026
Sapling Grove Apartments,2023-08-01,2025,Existing,81,"Denver, CO",Aurora,39.682613,-104.869988,2023.0,2023-2024,2025-2026
Junction72,2023-09-01,2025,Existing,92,"Denver, CO",Northeast Adams County,39.824729,-104.940751,2023.0,2023-2024,2025-2026
The Juniper on Mainstreet,2024-07-01,2025,Under Construction,264,"Denver, CO",South Douglas County,39.516079,-104.759042,2024.0,2023-2024,2025-2026
Ruby Vista,2023-12-01,2025,Under Construction,98,"Denver, CO",West Denver,39.681886,-105.004472,2023.0,2023-2024,2025-2026
The Finch,2023-08-01,2025,Under Construction,370,"Denver, CO",Downtown Denver,39.739736,-104.996191,2023.0,2023-2024,2025-2026
3510 Brighton Blvd,2024-07-01,2025,Under Construction,205,"Denver, CO",Downtown Denver,39.770313,-104.978317,2024.0,2023-2024,2025-2026
RYE Central Park,2023-01-01,2025,Existing,290,"Denver, CO",East Denver,39.759443,-104.889285,2023.0,2023-2024,2025-2026
The Residences at Ralston Commons,2023-03-01,2025,Under Construction,186,"Denver, CO",North Jefferson County,39.803086,-105.101532,2023.0,2023-2024,2025-2026
Atlas Peakview,2020-05-01,2025,Existing,330,"Denver, CO",DTC/Southeast Corridor,39.598492,-104.897974,2020.0,2018-2020,2025-2026
Ara Townhomes and Flats,2024-03-01,2025,Existing,85,"Denver, CO",South Douglas County,39.402147,-104.887088,2024.0,2023-2024,2025-2026
The Artifact Townhomes,2024-06-01,2025,Under Construction,128,"Denver, CO",Outlying Arapahoe County,39.610502,-104.703561,2024.0,2023-2024,2025-2026
Sable Station,2024-04-01,2025,Under Construction,154,"Denver, CO",Aurora,39.717016,-104.820177,2024.0,2023-2024,2025-2026
The Irving at Mile High Vista,2024-10-01,2025,Under Construction,102,"Denver, CO",West Denver,39.740001,-105.028962,2024.0,2023-2024,2025-2026
The View at Castle Rock,2022-12-01,2025,Under Construction,221,"Denver, CO",South Douglas County,39.376632,-104.860888,2022.0,2021-2022,2025-2026
Tempo Nine Mile,2022-10-01,2025,Existing,255,"Denver, CO",Aurora,39.660092,-104.846679,2022.0,2021-2022,2025-2026
The Emerson,2023-03-01,2025,Under Construction,240,"Denver, CO",Englewood/Littleton,39.654538,-104.976658,2023.0,2023-2024,2025-2026
The Avant,2022-12-01,2025,Under Construction,337,"Denver, CO",DTC/Southeast Corridor,39.601766,-104.895884,2022.0,2021-2022,2025-2026
OSO Apartments,2022-12-01,2025,Existing,268,"Denver, CO",West Denver,39.681535,-104.98842,2022.0,2021-2022,2025-2026
Sports Castle Lofts,2024-02-01,2025,Under Construction,284,"Denver, CO",Downtown Denver,39.732732,-104.987047,2024.0,2023-2024,2025-2026
Wilder,2022-12-01,2025,Existing,196,"Denver, CO",West Denver,39.740638,-105.02915,2022.0,2021-2022,2025-2026
700 N Lincoln St,2022-09-01,2025,Deferred,304,"Denver, CO",Downtown Denver,39.72754,-104.985807,2022.0,2021-2022,2025-2026
2000 Blake St,2024-10-01,2025,Under Construction,70,"Denver, CO",Downtown Denver,39.754382,-104.993717,2024.0,2023-2024,2025-2026
Stables,2025-06-01,2025,Final Planning,85,"Denver, CO",Aurora,39.703026,-104.861904,2025.0,2025-2026,2025-2026
St Stephens Apartments,,2025,Existing,50,"Denver, CO",East Denver,39.74882,-104.892559,2023.5384615384614,2023-2024,2025-2026
Alexan 505,2024-03-01,2025,Under Construction,353,"Denver, CO",Northwest Adams County,39.901307,-104.994243,2024.0,2023-2024,2025-2026
Havenwood at Harmony,2024-06-01,2025,Under Construction,56,"Denver, CO",Aurora,39.711999,-104.668235,2024.0,2023-2024,2025-2026
DHA Joli,2023-04-01,2025,Under Construction,123,"Denver, CO",West Denver,39.732464,-105.01886,2023.0,2023-2024,2025-2026
Inkwell at Baseline,2023-08-01,2025,Existing,238,"Denver, CO",Broomfield County,39.997038,-105.007115,2023.0,2023-2024,2025-2026
5810 Miller St,2025-05-01,2025,Proposed,64,"Denver, CO",North Jefferson County,39.802221,-105.113484,2025.0,2025-2026,2025-2026
Legacy at Metro Apartments,2023-03-01,2025,Under Construction,380,"Denver, CO",Aurora,39.706599,-104.818323,2023.0,2023-2024,2025-2026
Revival on Platte,2024-05-01,2025,Existing,200,"Denver, CO",West Denver,39.739629,-105.018477,2024.0,2023-2024,2025-2026
Olivean,2023-07-01,2025,Existing,387,"Denver, CO",Broomfield County,39.907569,-105.088982,2023.0,2023-2024,2025-2026
Frameline,2023-04-01,2025,Under Construction,78,"Denver, CO",East Denver,39.73449,-104.937767,2023.0,2023-2024,2025-2026
Treeline,2023-10-01,2025,Under Construction,68,"Denver, CO",West Denver,39.744564,-105.026482,2023.0,2023-2024,2025-2026
Alexan Pena Station,2025-01-01,2025,Under Construction,578,"Denver, CO",East Denver,39.811836,-104.767422,2025.0,2025-2026,2025-2026
Akin Golden Triangle,2023-05-01,2025,Under Construction,98,"Denver, CO",Downtown Denver,39.731542,-104.990502,2023.0,2023-2024,2025-2026
Modera University Park,2023-06-01,2025,Under Construction,234,"Denver, CO",Glendale University Area,39.673798,-104.965003,2023.0,2023-2024,2025-2026
Highland Trails,2024-03-01,2025,Under Construction,88,"Denver, CO",South Jefferson County,39.610952,-105.146384,2024.0,2023-2024,2025-2026
THE RETREAT AT BRIGHTON RIDGE,2025-05-01,2025,Proposed,264,"Denver, CO",Northeast Adams County,39.912573,-104.830718,2025.0,2025-2026,2025-2026
The Vixen,2022-10-01,2025,Under Construction,344,"Denver, CO",Downtown Denver,39.739687,-104.972748,2022.0,2021-2022,2025-2026
2061 Glenarm Pl,2025-05-01,2025,Proposed,50,"Denver, CO",Downtown Denver,39.748311,-104.98519,2025.0,2025-2026,2025-2026
280 S Yarrow St,2025-05-01,2025,Proposed,150,"Denver, CO",Lakewood/West Corridor,39.71166,-105.08343,2025.0,2025-2026,2025-2026
Ken Caryl Townhomes,2025-06-01,2025,Final Planning,199,"Denver, CO",South Jefferson County,39.579172,-105.132778,2025.0,2025-2026,2025-2026
Akin Tennyson,2024-09-01,2025,Existing,84,"Denver, CO",West Denver,39.779916,-105.043661,2024.0,2023-2024,2025-2026
Alta Mile High,2023-01-01,2025,Under Construction,216,"Denver, CO",West Denver,39.739283,-105.020678,2023.0,2023-2024,2025-2026
Velo Interlocken,2023-12-01,2025,Under Construction,300,"Denver, CO",Broomfield County,39.915143,-105.099864,2023.0,2023-2024,2025-2026
South Federal Flats Apartments,2022-04-01,2025,Existing,57,"Denver, CO",West Denver,39.666624,-105.02473,2022.0,2021-2022,2025-2026
Ridian,2023-05-01,2025,Existing,123,"Denver, CO",West Denver,39.762896,-105.024114,2023.0,2023-2024,2025-2026
The Gallery,2025-01-01,2025,Under Construction,260,"Denver, CO",Aurora,39.575741,-104.732657,2025.0,2025-2026,2025-2026
The Reserves at Eagle Point,2024-01-01,2025,Under Construction,192,"Denver, CO",Aurora,39.706643,-104.733508,2024.0,2023-2024,2025-2026
Aspendale Centennial,2024-02-01,2025,Under Construction,190,"Denver, CO",DTC/Southeast Corridor,39.594129,-104.82698,2024.0,2023-2024,2025-2026
MAA Abiline,2024-12-01,2025,Under Construction,259,"Denver, CO",Aurora,39.689929,-104.826596,2024.0,2023-2024,2025-2026
The Fillmore at Copperleaf,2023-05-01,2025,Existing,229,"Denver, CO",Aurora,39.6346,-104.723861,2023.0,2023-2024,2025-2026
1091 S Parker Rd,2025-06-01,2025,Proposed,220,"Denver, CO",East Denver,39.696258,-104.899324,2025.0,2025-2026,2025-2026
Greyhound Park Flats,2025-09-01,2025,Proposed,270,"Denver, CO",Northeast Adams County,39.810734,-104.928297,2025.0,2025-2026,2025-2026
Ozzie,2025-06-01,2025,Proposed,83,"Denver, CO",West Denver,39.740063,-105.041366,2025.0,2025-2026,2025-2026
1337 Alton St,2024-06-01,2025,Under Construction,53,"Denver, CO",Aurora,39.737813,-104.882363,2024.0,2023-2024,2025-2026
Stack at Wheat Ridge,2025-03-01,2026,Final Planning,255,"Denver, CO",Lakewood/West Corridor,39.779343,-105.109,2025.0,2025-2026,2025-2026
Kenect Denver MF,2026-03-01,2026,Proposed,438,"Denver, CO",Downtown Denver,39.753551,-104.989553,2026.0,2025-2026,2025-2026
Fox North,2025-09-01,2026,Proposed,250,"Denver, CO",Downtown Denver,39.77604,-104.995462,2025.0,2025-2026,2025-2026
3315 Walnut St,2025-07-01,2026,Proposed,500,"Denver, CO",Downtown Denver,39.766202,-104.977744,2025.0,2025-2026,2025-2026
Banyan High Point,2025-05-01,2026,Proposed,399,"Denver, CO",South Adams County,39.813626,-104.734448,2025.0,2025-2026,2025-2026
Avilla Settler's Crossing,2025-05-01,2026,Proposed,136,"Denver, CO",Northeast Adams County,39.870801,-104.772748,2025.0,2025-2026,2025-2026
758 N Sherman St,2025-06-01,2026,Proposed,193,"Denver, CO",Downtown Denver,39.728301,-104.984571,2025.0,2025-2026,2025-2026
2801 Firth Ct,2025-05-01,2026,Proposed,189,"Denver, CO",West Denver,39.75777,-105.017816,2025.0,2025-2026,2025-2026
Fox Park,2024-12-01,2026,Under Construction,298,"Denver, CO",Downtown Denver,39.779744,-104.995498,2024.0,2023-2024,2025-2026
Grant Street Apartments,2025-07-01,2026,Proposed,259,"Denver, CO",Downtown Denver,39.743897,-104.985523,2025.0,2025-2026,2025-2026
Modera Cook Street,2024-12-01,2026,Under Construction,110,"Denver, CO",Downtown Denver,39.719176,-104.94777,2024.0,2023-2024,2025-2026
299 Milwaukee St,2024-12-01,2026,Under Construction,156,"Denver, CO",Downtown Denver,39.720415,-104.952647,2024.0,2023-2024,2025-2026
Aura at Loretto Heights,2025-01-01,2026,Under Construction,284,"Denver, CO",West Denver,39.661462,-105.026279,2025.0,2025-2026,2025-2026
2200 California St,2025-12-01,2026,Proposed,300,"Denver, CO",Downtown Denver,39.750776,-104.984414,2025.0,2025-2026,2025-2026
Marina Square Redevelopment,2025-10-01,2026,Proposed,428,"Denver, CO",DTC/Southeast Corridor,39.625374,-104.893822,2025.0,2025-2026,2025-2026
Spillway Promenade,2025-08-01,2026,Proposed,260,"Denver, CO",South Douglas County,39.369593,-104.870351,2025.0,2025-2026,2025-2026
Hanover Almada Station,2025-07-01,2026,Proposed,359,"Denver, CO",Downtown Denver,39.710541,-104.993355,2025.0,2025-2026,2025-2026
5700 Tower Rd,2025-06-01,2026,Proposed,119,"Denver, CO",East Denver,39.800427,-104.770869,2025.0,2025-2026,2025-2026
4560 W Colfax Ave,2024-09-01,2026,Deferred,68,"Denver, CO",West Denver,39.740077,-105.045995,2024.0,2023-2024,2025-2026
AMLI Golden Triangle,2025-09-01,2026,Proposed,366,"Denver, CO",Downtown Denver,39.72992,-104.987886,2025.0,2025-2026,2025-2026
Viña Apartments - Phase II,2025-06-01,2026,Proposed,150,"Denver, CO",Downtown Denver,39.784925,-104.961581,2025.0,2025-2026,2025-2026
901 Navajo St,2025-02-01,2026,Under Construction,190,"Denver, CO",Downtown Denver,39.730848,-105.004456,2025.0,2025-2026,2025-2026
16 W Dry Creek Cir,2025-07-01,2026,Proposed,173,"Denver, CO",Englewood/Littleton,39.582916,-104.992456,2025.0,2025-2026,2025-2026
Modera Cook Street,2024-12-01,2026,Under Construction,110,"Denver, CO",Downtown Denver,39.719179,-104.947414,2024.0,2023-2024,2025-2026
The Bellwether,2024-01-01,2026,Under Construction,253,"Denver, CO",DTC/Southeast Corridor,39.62926,-104.898886,2024.0,2023-2024,2025-2026
1001 Lincoln St,2025-05-01,2026,Proposed,209,"Denver, CO",Downtown Denver,39.732462,-104.986439,2025.0,2025-2026,2025-2026
The Hoyt,2025-02-01,2026,Under Construction,80,"Denver, CO",West Denver,39.742147,-105.028078,2025.0,2025-2026,2025-2026
Parq II,2025-05-01,2026,Proposed,311,"Denver, CO",Downtown Denver,39.731726,-104.991256,2025.0,2025-2026,2025-2026
Cottages at Gateway,2025-05-01,2026,Proposed,95,"Denver, CO",East Denver,39.810487,-104.768667,2025.0,2025-2026,2025-2026
The River Mile Redevelopment,2025-06-01,2026,Proposed,1000,"Denver, CO",Downtown Denver,39.749556,-105.010725,2025.0,2025-2026,2025-2026
Novel Flat Iron Crossing,2025-08-01,2026,Final Planning,347,"Denver, CO",Broomfield County,39.931378,-105.13657,2025.0,2025-2026,2025-2026
"Parkvale, a Prose Community",2025-06-01,2026,Proposed,264,"Denver, CO",South Douglas County,39.481784,-105.050083,2025.0,2025-2026,2025-2026
Wadsworth Junction,2024-04-01,2026,Under Construction,227,"Denver, CO",Broomfield County,39.904675,-105.082534,2024.0,2023-2024,2025-2026
1530 W 13th Ave,2025-07-01,2026,Proposed,200,"Denver, CO",Downtown Denver,39.736124,-105.007411,2025.0,2025-2026,2025-2026
Conejos Apartments,2025-05-01,2026,Proposed,92,"Denver, CO",West Denver,39.741301,-105.032292,2025.0,2025-2026,2025-2026
The Addie at Metro Center,2024-06-01,2026,Under Construction,222,"Denver, CO",Aurora,39.706438,-104.812991,2024.0,2023-2024,2025-2026
Stok on Welton,2025-09-01,2026,Proposed,114,"Denver, CO",Downtown Denver,39.756222,-104.976654,2025.0,2025-2026,2025-2026
Rowlen Apartments,2025-03-01,2026,Under Construction,297,"Denver, CO",Broomfield County,40.002896,-105.001009,2025.0,2025-2026,2025-2026
20th on Belford,2025-06-01,2026,Proposed,192,"Denver, CO",South Douglas County,39.552621,-104.814597,2025.0,2025-2026,2025-2026
Evans East,2025-12-01,2026,Proposed,287,"Denver, CO",Downtown Denver,39.734985,-104.988442,2025.0,2025-2026,2025-2026
4050 N Colorado Blvd,2025-06-01,2026,Proposed,350,"Denver, CO",East Denver,39.77544,-104.939429,2025.0,2025-2026,2025-2026
High Iron 40,2025-07-01,2026,Proposed,700,"Denver, CO",Downtown Denver,39.774407,-104.95595,2025.0,2025-2026,2025-2026
Overlook at Uplands,2024-09-01,2026,Under Construction,247,"Denver, CO",Northwest Adams County,39.855538,-105.020357,2024.0,2023-2024,2025-2026
2750 W 10th Ave,2025-06-01,2026,Proposed,464,"Denver, CO",West Denver,39.732884,-105.021234,2025.0,2025-2026,2025-2026
2777 Zuni St,2025-12-01,2026,Proposed,465,"Denver, CO",West Denver,39.75721,-105.016436,2025.0,2025-2026,2025-2026
DriveTrain II,2024-08-01,2026,Under Construction,230,"Denver, CO",Downtown Denver,39.769457,-104.981994,2024.0,2023-2024,2025-2026
Link 56,2025-10-01,2026,Proposed,214,"Denver, CO",East Denver,39.79955,-104.773964,2025.0,2025-2026,2025-2026
Vista Creek,2025-06-01,2026,Proposed,311,"Denver, CO",Aurora,39.718711,-104.716785,2025.0,2025-2026,2025-2026
Los Altos,2025-03-01,2026,Under Construction,137,"Denver, CO",South Adams County,39.743303,-104.815245,2025.0,2025-2026,2025-2026
East Main,2025-07-01,2026,Final Planning,284,"Denver, CO",South Douglas County,39.518556,-104.756384,2025.0,2025-2026,2025-2026
Oxenfree at Commerce City,2025-03-01,2026,Final Planning,269,"Denver, CO",Northeast Adams County,39.899113,-104.872116,2025.0,2025-2026,2025-2026
"Oxenfree at Clear Creek

Oxenfree at Clear",2024-09-01,2026,Under Construction,116,"Denver, CO",Northeast Adams County,39.814665,-105.035939,2024.0,2023-2024,2025-2026
Wynkoop Tower,2025-06-01,2026,Proposed,140,"Denver, CO",Downtown Denver,39.772324,-104.975057,2025.0,2025-2026,2025-2026
650 17th St,2025-09-01,2027,Proposed,342,"Denver, CO",Downtown Denver,39.745825,-104.990838,2025.0,2025-2026,2027-2028
2099 Chestnut Pl,2025-08-01,2027,Proposed,77,"Denver, CO",Downtown Denver,39.758188,-104.998487,2025.0,2025-2026,2027-2028
Aviation Place,2025-06-01,2027,Proposed,395,"Denver, CO",East Denver,39.8105,-104.782868,2025.0,2025-2026,2027-2028
Kaia Residences,2025-04-01,2027,Under Construction,295,"Denver, CO",Downtown Denver,39.729335,-104.985657,2025.0,2025-2026,2027-2028
Ballfield at Auraria,2025-08-01,2027,Proposed,300,"Denver, CO",Downtown Denver,39.746304,-105.004205,2025.0,2025-2026,2027-2028
Uplands,2025-06-01,2027,Proposed,2350,"Denver, CO",Northwest Adams County,39.852265,-105.029724,2025.0,2025-2026,2027-2028
Westminster Station Apartments,2025-08-01,2027,Proposed,145,"Denver, CO",Northeast Adams County,39.821463,-105.030218,2025.0,2025-2026,2027-2028
4150 S Navajo St,2024-08-01,2027,Under Construction,395,"Denver, CO",Englewood/Littleton,39.641376,-105.004137,2024.0,2023-2024,2027-2028
CK Development,2025-09-01,2027,Proposed,886,"Denver, CO",Downtown Denver,39.75166,-104.985819,2025.0,2025-2026,2027-2028
219-255 Detroit St,2025-08-01,2027,Proposed,85,"Denver, CO",Downtown Denver,39.720072,-104.954919,2025.0,2025-2026,2027-2028
Kairoi Metro Center,2024-04-01,2027,Under Construction,419,"Denver, CO",Aurora,39.709717,-104.817915,2024.0,2023-2024,2027-2028
Greyhound,2026-01-01,2027,Proposed,479,"Denver, CO",Downtown Denver,39.750783,-104.991153,2026.0,2025-2026,2027-2028
Chrysalis Apartments,2026-04-01,2027,Proposed,70,"Denver, CO",Downtown Denver,39.744588,-104.968784,2026.0,2025-2026,2027-2028
61st and Tower Apartments,2025-09-01,2027,Proposed,353,"Denver, CO",East Denver,39.807935,-104.773343,2025.0,2025-2026,2027-2028
Harvest Hill,2025-08-01,2027,Proposed,152,"Denver, CO",Broomfield County,39.91079,-105.08451,2025.0,2025-2026,2027-2028
Cherry Lane,2025-08-01,2027,Proposed,380,"Denver, CO",Downtown Denver,39.718514,-104.956984,2025.0,2025-2026,2027-2028
El Jebel Temple,2025-09-01,2027,Proposed,120,"Denver, CO",Downtown Denver,39.744292,-104.984463,2025.0,2025-2026,2027-2028
Hurley Place,2025-06-01,2027,Proposed,430,"Denver, CO",Downtown Denver,39.774005,-104.9783,2025.0,2025-2026,2027-2028
4040 Fox Apartments,2025-07-01,2027,Proposed,213,"Denver, CO",Downtown Denver,39.772456,-104.994534,2025.0,2025-2026,2027-2028
Camden Baker,2025-10-01,2027,Proposed,435,"Denver, CO",Downtown Denver,39.715712,-104.999326,2025.0,2025-2026,2027-2028
Route 40,2025-05-01,2027,Proposed,210,"Denver, CO",Downtown Denver,39.739795,-104.973258,2025.0,2025-2026,2027-2028
1350-1372 Sheridan Blvd,2025-06-01,2027,Proposed,128,"Denver, CO",West Denver,39.73762,-105.052836,2025.0,2025-2026,2027-2028
2000 Welton St,2026-01-01,2027,Final Planning,94,"Denver, CO",Downtown Denver,39.748259,-104.985987,2026.0,2025-2026,2027-2028
Link Apartments Fitz,2025-12-01,2027,Proposed,405,"Denver, CO",Aurora,39.739858,-104.848286,2025.0,2025-2026,2027-2028
Denver 60,2025-07-01,2027,Proposed,1175,"Denver, CO",East Denver,39.774206,-104.784197,2025.0,2025-2026,2027-2028
Mountainview Apartments,2025-08-01,2027,Proposed,300,"Denver, CO",Glendale University Area,39.680743,-104.941967,2025.0,2025-2026,2027-2028
2420 Alcott St,2025-09-01,2027,Proposed,162,"Denver, CO",West Denver,39.752202,-105.017362,2025.0,2025-2026,2027-2028
805 W 38th Ave,2025-06-01,2027,Proposed,427,"Denver, CO",Downtown Denver,39.770302,-104.996441,2025.0,2025-2026,2027-2028
Gates District at Broadway Station,2025-07-01,2028,Proposed,360,"Denver, CO",Downtown Denver,39.698943,-104.988664,2025.0,2025-2026,2027-2028
Gibson at The Grant,2026-11-01,2028,Proposed,147,"Denver, CO",Downtown Denver,39.730905,-104.98399,2026.0,2025-2026,2027-2028
